id,vote_count,vote_average,status,duration,revenue,release,countries_of_production,production,popularity,original_language,keywords,financial_investment,Nb_modalitespoken_languages_name,Nb_modalitecountries_of_production_name,genres_name_Thriller,genres_name_Documentary,genres_name_Comedy,genres_name_Animation,genres_name_Western,genres_name_Romance,genres_name_Mystery,genres_name_Foreign,genres_name_War,genres_name_Crime,genres_name_Horror,genres_name_History,genres_name_Science Fiction,genres_name_Fantasy,genres_name_Music,genres_name_Drama,genres_name_TV Movie,genres_name_Adventure,genres_name_Action,genres_name_Family,Nb_modalitegenres_name,title_y,production_crew_department_Directing,production_crew_department_Production,production_crew_department_Camera,production_crew_department_Sound,production_crew_department_Lighting,production_crew_department_Art,production_crew_department_Writing,production_crew_department_Editing,production_crew_department_Costume & Make-Up,production_crew_department_Crew,production_crew_department_Actors,production_crew_department_Visual Effects,Nb_modaliteproduction_crew_department,production_crew_gender_0,production_crew_gender_1,production_crew_gender_2,actors_gender_0,actors_gender_1,actors_gender_2
41513,1179,5.5,Released,103.0,563749323.0,2011-07-29,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Sony Pictures Animation"", ""id"": 2251}, {""name"": ""Kerner Entertainment Company"", ""id"": 7311}]",36.65422,en,"[{""id"": 305, ""name"": ""moon""}, {""id"": 2343, ""name"": ""magic""}, {""id"": 9717, ""name"": ""based on comic book""}, {""id"": 10336, ""name"": ""animation""}, {""id"": 10842, ""name"": ""good vs evil""}, {""id"": 15072, ""name"": ""smurf""}, {""id"": 15073, ""name"": ""blue""}, {""id"": 15074, ""name"": ""vortex""}, {""id"": 15075, ""name"": ""mischief""}, {""id"": 15076, ""name"": ""cat and mouse""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",110000000.0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,5,The Smurfs,1,6,1,1,0,1,7,1,0,1,0,6,9,11,1,13,5,4,20
13700,389,5.7,Released,76.0,103951461.0,2004-04-02,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""name"": ""Walt Disney Pictures"", ""id"": 2}]",19.625972,en,"[{""id"": 4932, ""name"": ""farm""}, {""id"": 5543, ""name"": ""cow""}, {""id"": 18165, ""name"": ""animal""}]",110000000.0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,Home on the Range,2,7,0,15,0,22,8,8,0,13,0,1,8,56,1,19,4,5,12
262504,1998,5.9,Released,121.0,179246868.0,2016-03-09,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Lionsgate"", ""id"": 1632}, {""name"": ""Mandeville Films"", ""id"": 10227}, {""name"": ""Red Wagon Entertainment"", ""id"": 14440}]",86.105615,en,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 2020, ""name"": ""revolution""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 162988, ""name"": ""dystopic future""}, {""id"": 206298, ""name"": ""young adult""}, {""id"": 223438, ""name"": ""based on young adult novel""}]",110000000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,Allegiant,3,8,6,12,3,7,5,6,17,12,0,30,11,89,6,14,9,12,13
39254,2692,6.6,Released,127.0,299268508.0,2011-09-28,"[{""iso_3166_1"": ""IN"", ""name"": ""India""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""21 Laps Entertainment"", ""id"": 2575}, {""name"": ""Reliance Entertainment"", ""id"": 7294}, {""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""ImageMovers"", ""id"": 11395}, {""name"": ""Angry Films"", ""id"": 12087}, {""name"": ""Revolution Sun Studios"", ""id"": 76043}, {""name"": ""Kontsept Film Company"", ""id"": 76067}, {""name"": ""Wardour Street Pictures"", ""id"": 76069}]",37.195046,en,"[{""id"": 494, ""name"": ""father son relationship""}, {""id"": 1721, ""name"": ""fight""}, {""id"": 6075, ""name"": ""sport""}, {""id"": 14544, ""name"": ""robot""}, {""id"": 166802, ""name"": ""prizefighting""}, {""id"": 180574, ""name"": ""father son reunion""}, {""id"": 202314, ""name"": ""robot fighting""}]",110000000.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,3,Real Steel,2,15,2,12,0,3,5,1,3,2,0,1,10,12,7,27,115,36,21
77931,695,,Released,105.0,347434178.0,2013-07-30,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Sony Pictures Animation"", ""id"": 2251}, {""name"": ""Kerner Entertainment Company"", ""id"": 7311}, {""name"": ""Hemisphere Media Capital"", ""id"": 9169}, {""name"": ""NeoReel"", ""id"": 24097}]",32.473628,en,"[{""id"": 10244, ""name"": ""based on cartoon""}, {""id"": 10336, ""name"": ""animation""}, {""id"": 15072, ""name"": ""smurf""}]",105000000.0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,The Smurfs 2,1,0,0,0,0,0,1,0,0,6,0,4,4,10,0,2,3,4,25
1639,434,4.1,Released,121.0,164508066.0,1997-06-13,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Blue Tulip Productions"", ""id"": 35304}]",23.336875,en,"[{""id"": 1422, ""name"": ""boat""}, {""id"": 2799, ""name"": ""cruise""}, {""id"": 6104, ""name"": ""computer""}, {""id"": 10617, ""name"": ""disaster""}, {""id"": 33461, ""name"": ""diamond""}, {""id"": 228194, ""name"": ""collision course""}]",160000000.0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,Speed 2: Cruise Control,3,13,9,10,5,19,4,3,9,24,0,4,11,68,8,27,4,4,8
80274,2303,6.6,Released,114.0,125537191.0,2013-10-23,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Chartoff Productions"", ""id"": 3200}, {""name"": ""Odd Lot Entertainment"", ""id"": 3263}, {""name"": ""K/O Paper Products"", ""id"": 7296}, {""name"": ""Digital Domain"", ""id"": 31825}, {""name"": ""Taleswapper"", ""id"": 31826}]",45.94834,en,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 3010, ""name"": ""intolerance""}, {""id"": 4238, ""name"": ""chosen one""}, {""id"": 5561, ""name"": ""child prodigy""}, {""id"": 9685, ""name"": ""futuristic""}, {""id"": 9882, ""name"": ""space""}, {""id"": 10568, ""name"": ""science fiction""}, {""id"": 14909, ""name"": ""alien invasion""}, {""id"": 171803, ""name"": ""military school""}, {""id"": 207444, ""name"": ""morality tale""}, {""id"": 223438, ""name"": ""based on young adult novel""}]",110000000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,3,Ender's Game,2,12,9,11,3,21,2,8,12,26,0,21,11,99,6,22,7,4,9
1571,2089,6.4,Released,128.0,383531464.0,2007-06-20,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""name"": ""Ingenious Film Partners"", ""id"": 289}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Cheyenne Enterprises"", ""id"": 890}, {""name"": ""Wintergreen Productions"", ""id"": 11845}]",48.93337,en,"[{""id"": 279, ""name"": ""usa""}, {""id"": 521, ""name"": ""washington d.c.""}, {""id"": 720, ""name"": ""helicopter""}, {""id"": 1562, ""name"": ""hostage""}, {""id"": 1812, ""name"": ""fbi""}, {""id"": 1930, ""name"": ""kidnapping""}, {""id"": 2157, ""name"": ""hacker""}, {""id"": 3376, ""name"": ""satellite""}, {""id"": 3543, ""name"": ""transport of prisoners""}, {""id"": 3612, ""name"": ""traffic jam""}, {""id"": 5572, ""name"": ""fistfight""}, {""id"": 8440, ""name"": ""ex-cop""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 9937, ""name"": ""suspense""}, {""id"": 10950, ""name"": ""shootout""}, {""id"": 14601, ""name"": ""explosion""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 15156, ""name"": ""cell phone""}, {""id"": 15483, ""name"": ""car chase""}, {""id"": 33352, ""name"": ""police car""}, {""id"": 33553, ""name"": ""walkie talkie""}, {""id"": 165340, ""name"": ""based on article""}, {""id"": 218122, ""name"": ""cyber terrorism""}, {""id"": 219404, ""name"": ""action hero""}, {""id"": 226846, ""name"": ""power plant""}]",110000000.0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,Live Free or Die Hard,3,8,14,13,0,16,4,7,14,18,0,11,10,80,9,19,0,4,19
120,8705,8.0,Released,178.0,871368364.0,2001-12-18,"[{""iso_3166_1"": ""NZ"", ""name"": ""New Zealand""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""name"": ""WingNut Films"", ""id"": 11}, {""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""The Saul Zaentz Company"", ""id"": 5237}]",138.049577,en,"[{""id"": 603, ""name"": ""elves""}, {""id"": 604, ""name"": ""dwarves""}, {""id"": 606, ""name"": ""orcs""}, {""id"": 609, ""name"": ""middle-earth (tolkien)""}, {""id"": 611, ""name"": ""hobbit""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 1262, ""name"": ""mountains""}, {""id"": 2407, ""name"": ""fireworks""}, {""id"": 3098, ""name"": ""castle""}, {""id"": 3347, ""name"": ""volcano""}, {""id"": 4587, ""name"": ""password""}, {""id"": 4959, ""name"": ""death of a friend""}, {""id"": 6464, ""name"": ""uncle""}, {""id"": 46951, ""name"": ""mirror""}, {""id"": 177912, ""name"": ""wizard""}, {""id"": 234213, ""name"": ""sword and sorcery""}]",93000000.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,3,The Lord of the Rings: The Fellowship of the Ring,1,12,1,1,0,7,4,1,2,0,0,1,9,5,6,19,4,3,19
10204,672,5.7,Released,120.0,72178895.0,2004-06-16,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""IE"", ""name"": ""Ireland""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""name"": ""Studio Babelsberg"", ""id"": 264}, {""name"": ""Walden Media"", ""id"": 10221}, {""name"": ""Babelsberg Film"", ""id"": 19481}, {""name"": ""Mostow/Lieberman Productions"", ""id"": 23636}, {""name"": ""80 Days Productions"", ""id"": 53413}, {""name"": ""Spanknyce Films"", ""id"": 53414}, {""name"": ""Fitzwilliam Productions"", ""id"": 53416}]",22.643776,en,"[{""id"": 90, ""name"": ""paris""}, {""id"": 212, ""name"": ""london england""}, {""id"": 242, ""name"": ""new york""}, {""id"": 385, ""name"": ""jules verne""}, {""id"": 582, ""name"": ""san francisco""}, {""id"": 1847, ""name"": ""istanbul""}, {""id"": 3497, ""name"": ""hot air balloon""}, {""id"": 5973, ""name"": ""journey round the world""}]",110000000.0,6,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,Around the World in 80 Days,5,30,8,18,6,20,5,5,7,21,0,10,11,109,5,21,4,4,18
8489,447,,Released,157.0,87713825.0,2001-12-11,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}]",18.866672,en,"[{""id"": 279, ""name"": ""usa""}, {""id"": 396, ""name"": ""transporter""}, {""id"": 2792, ""name"": ""boxer""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 12562, ""name"": ""muhammad""}]",107000000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Ali,1,8,1,5,1,2,5,4,3,2,0,0,10,13,5,14,2,13,41
10588,366,4.9,Released,82.0,0.0,2003-11-21,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""name"": ""Imagine Entertainment"", ""id"": 23}, {""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Universal Pictures"", ""id"": 33}]",18.251129,en,"[{""id"": 977, ""name"": ""cat""}, {""id"": 1155, ""name"": ""brother sister relationship""}, {""id"": 3925, ""name"": ""boredom""}, {""id"": 4630, ""name"": ""chaos""}, {""id"": 6669, ""name"": ""step father""}, {""id"": 15101, ""name"": ""based on children's book""}]",0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,The Cat in the Hat,1,5,2,1,0,2,4,1,0,0,0,0,7,4,3,9,2,5,4
2048,3793,6.7,Released,115.0,347234916.0,2004-07-15,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}]","[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Laurence Mark Productions"", ""id"": 415}, {""name"": ""Davis Entertainment"", ""id"": 1302}, {""name"": ""Overbrook Entertainment"", ""id"": 12485}, {""name"": ""Mediastream Vierte Film GmbH & Co. Vermarktungs KG"", ""id"": 19354}, {""name"": ""Canlaws Productions"", ""id"": 19355}]",95.914473,en,"[{""id"": 236, ""name"": ""suicide""}, {""id"": 310, ""name"": ""artificial intelligence""}, {""id"": 312, ""name"": ""man vs machine""}, {""id"": 520, ""name"": ""chicago""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 1701, ""name"": ""hero""}, {""id"": 2964, ""name"": ""future""}, {""id"": 3703, ""name"": ""law""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 6149, ""name"": ""police""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 14544, ""name"": ""robot""}, {""id"": 209714, ""name"": ""3d""}, {""id"": 220903, ""name"": ""humanoid robot""}]",120000000.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,"I, Robot",4,22,7,11,7,18,5,7,11,36,0,10,11,103,8,27,2,6,13
1495,1157,6.6,Released,144.0,211643158.0,2005-05-03,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""MA"", ""name"": ""Morocco""}, {""iso_3166_1"": ""ES"", ""name"": ""Spain""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""name"": ""Studio Babelsberg"", ""id"": 264}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Scott Free Productions"", ""id"": 1645}, {""name"": ""Kanzaman"", ""id"": 4169}, {""name"": ""Dune Films"", ""id"": 19477}, {""name"": ""BK"", ""id"": 19478}, {""name"": ""KOH"", ""id"": 19479}, {""name"": ""Reino del Cielo"", ""id"": 19480}, {""name"": ""Inside Track 3"", ""id"": 19482}, {""name"": ""Calle Cruzada"", ""id"": 19483}]",44.490453,en,"[{""id"": 2868, ""name"": ""crusade""}, {""id"": 6917, ""name"": ""epic""}, {""id"": 10466, ""name"": ""knight""}, {""id"": 10491, ""name"": ""swordsman""}, {""id"": 14656, ""name"": ""order of the templars""}, {""id"": 14989, ""name"": ""religious""}, {""id"": 208681, ""name"": ""knight templars""}, {""id"": 222337, ""name"": ""saladin""}, {""id"": 222340, ""name"": ""king richard""}]",130000000.0,4,5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,5,Kingdom of Heaven,3,25,8,11,6,19,2,2,8,25,0,5,11,88,8,18,5,3,12
10137,959,5.8,Released,84.0,300135367.0,1999-12-17,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Global Medien KG"", ""id"": 5555}, {""name"": ""Franklin/Waterman Productions"", ""id"": 58331}]",30.475297,en,"[{""id"": 380, ""name"": ""brother brother relationship""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 977, ""name"": ""cat""}, {""id"": 2161, ""name"": ""mouse""}, {""id"": 2393, ""name"": ""adoption""}, {""id"": 6783, ""name"": ""orphanage""}, {""id"": 7714, ""name"": ""step brother""}, {""id"": 9963, ""name"": ""kids and family""}, {""id"": 10064, ""name"": ""new york city twin towers""}, {""id"": 13142, ""name"": ""gangster""}]",133000000.0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,Stuart Little,1,1,2,1,0,0,2,2,0,0,0,0,6,0,1,8,1,6,11
10198,1247,,Released,97.0,267045765.0,2009-12-08,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Walt Disney Animation Studios"", ""id"": 6125}]",62.479574,en,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 3392, ""name"": ""voodoo""}, {""id"": 5091, ""name"": ""kiss""}, {""id"": 7376, ""name"": ""princess""}, {""id"": 10336, ""name"": ""animation""}, {""id"": 155180, ""name"": ""cajun""}, {""id"": 178902, ""name"": ""firefly""}, {""id"": 179411, ""name"": ""based on fairy tale""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 181329, ""name"": ""big dreams""}, {""id"": 192995, ""name"": ""frog prince""}, {""id"": 197935, ""name"": ""charlatan""}]",105000000.0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,The Princess and the Frog,19,10,0,6,0,16,15,1,0,16,0,16,8,69,3,27,2,6,15
286217,7268,7.6,Released,141.0,630161890.0,2015-09-30,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Scott Free Productions"", ""id"": 1645}, {""name"": ""Mid Atlantic Films"", ""id"": 2735}, {""name"": ""International Traders"", ""id"": 6408}, {""name"": ""TSG Entertainment"", ""id"": 22213}, {""name"": ""Genre Films"", ""id"": 28788}]",167.93287,en,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 839, ""name"": ""mars""}, {""id"": 1432, ""name"": ""nasa""}, {""id"": 1533, ""name"": ""isolation""}, {""id"": 4003, ""name"": ""botanist""}, {""id"": 9743, ""name"": ""stranded""}, {""id"": 9831, ""name"": ""spaceship""}, {""id"": 9882, ""name"": ""space""}, {""id"": 10160, ""name"": ""engineering""}, {""id"": 10349, ""name"": ""survival""}, {""id"": 14626, ""name"": ""astronaut""}, {""id"": 156810, ""name"": ""science""}, {""id"": 168603, ""name"": ""deep space explorer""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 196367, ""name"": ""battle for survival""}]",108000000.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,3,The Martian,2,11,6,14,2,18,2,4,14,10,0,22,11,84,6,15,17,12,22
1635,1770,6.5,Released,136.0,162949164.0,2005-07-20,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Parkes/MacDonald Productions"", ""id"": 11084}]",37.68056,en,"[{""id"": 402, ""name"": ""clone""}, {""id"": 741, ""name"": ""transplantation""}, {""id"": 2038, ""name"": ""love of one's life""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 6017, ""name"": ""genetics""}, {""id"": 6089, ""name"": ""freedom""}, {""id"": 10685, ""name"": ""escape""}, {""id"": 11628, ""name"": ""cloning""}, {""id"": 188959, ""name"": ""plague""}]",126000000.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,4,The Island,2,5,1,13,0,7,4,7,9,5,0,2,10,30,6,19,11,11,19
24113,16,3.7,Released,104.0,10372291.0,2001-04-27,[],"[{""name"": ""New Line Cinema"", ""id"": 12}]",1.004579,,"[{""id"": 2301, ""name"": ""architect""}, {""id"": 3457, ""name"": ""cellist""}, {""id"": 9713, ""name"": ""friends""}, {""id"": 190816, ""name"": ""anniversary""}]",90000000.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Town & Country,1,0,0,0,0,0,1,0,0,1,0,0,3,1,0,2,1,5,4
9679,1485,6.1,Released,118.0,237202299.0,2000-06-09,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""name"": ""Jerry Bruckheimer Films"", ""id"": 130}, {""name"": ""Touchstone Pictures"", ""id"": 9195}]",52.995628,en,"[{""id"": 380, ""name"": ""brother brother relationship""}, {""id"": 703, ""name"": ""detective""}, {""id"": 830, ""name"": ""car race""}, {""id"": 915, ""name"": ""car thief""}, {""id"": 1936, ""name"": ""blackmail""}, {""id"": 5301, ""name"": ""brother""}, {""id"": 9714, ""name"": ""remake""}, {""id"": 10051, ""name"": ""heist""}, {""id"": 10085, ""name"": ""betrayal""}, {""id"": 10291, ""name"": ""organized crime""}, {""id"": 10950, ""name"": ""shootout""}, {""id"": 11148, ""name"": ""police chase""}, {""id"": 14601, ""name"": ""explosion""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 15100, ""name"": ""lock pick""}, {""id"": 15483, ""name"": ""car chase""}, {""id"": 41158, ""name"": ""stakeout""}, {""id"": 156117, ""name"": ""illegal drugs""}, {""id"": 161636, ""name"": ""car movie""}, {""id"": 162842, ""name"": ""stolen cars""}, {""id"": 226581, ""name"": ""ford mustang""}, {""id"": 227900, ""name"": ""blacklight""}]",90000000.0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,Gone in Sixty Seconds,3,13,1,3,0,4,2,3,2,3,0,0,9,9,7,18,1,3,19
98,5439,7.9,Released,155.0,457640427.0,2000-05-01,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Scott Free Productions"", ""id"": 1645}, {""name"": ""Red Wagon Entertainment"", ""id"": 14440}, {""name"": ""Mill Film"", ""id"": 21904}, {""name"": ""C & L"", ""id"": 21905}, {""name"": ""Dawliz"", ""id"": 21906}]",95.301296,en,"[{""id"": 588, ""name"": ""rome""}, {""id"": 1394, ""name"": ""gladiator""}, {""id"": 1395, ""name"": ""arena""}, {""id"": 1399, ""name"": ""senate""}, {""id"": 1405, ""name"": ""roman empire""}, {""id"": 2280, ""name"": ""emperor""}, {""id"": 2831, ""name"": ""slavery""}, {""id"": 10141, ""name"": ""battlefield""}, {""id"": 11221, ""name"": ""blood""}, {""id"": 14704, ""name"": ""ancient world""}, {""id"": 15300, ""name"": ""father daughter relationship""}, {""id"": 18543, ""name"": ""combat""}, {""id"": 157499, ""name"": ""mother son relationship""}, {""id"": 160840, ""name"": ""dream sequence""}, {""id"": 179780, ""name"": ""chariot""}, {""id"": 192230, ""name"": ""philosopher""}, {""id"": 235791, ""name"": ""barbarian horde""}, {""id"": 235792, ""name"": ""2nd century""}, {""id"": 235793, ""name"": ""successor""}]",103000000.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,3,Gladiator,3,14,9,18,1,11,3,6,13,18,0,5,11,69,5,27,12,2,24
180,2608,7.1,Released,145.0,358372926.0,2002-06-20,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Cruise/Wagner Productions"", ""id"": 44}, {""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Blue Tulip Productions"", ""id"": 766}, {""name"": ""Ronald Shusett/Gary Goldman"", ""id"": 26265}, {""name"": ""Digital Image Associates"", ""id"": 76068}]",65.948959,en,"[{""id"": 476, ""name"": ""self-fulfilling prophecy""}, {""id"": 521, ""name"": ""washington d.c.""}, {""id"": 2620, ""name"": ""evidence""}, {""id"": 2964, ""name"": ""future""}, {""id"": 3249, ""name"": ""hologram""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 207268, ""name"": ""neo-noir""}, {""id"": 236189, ""name"": ""future noir""}]",102000000.0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,4,Minority Report,4,21,15,17,7,19,4,6,14,36,0,13,11,109,9,38,0,8,15
672,5815,7.4,Released,161.0,876688482.0,2002-11-13,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]","[{""name"": ""1492 Pictures"", ""id"": 436}, {""name"": ""Heyday films"", ""id"": 437}, {""name"": ""Warner Bros."", ""id"": 6194}]",132.397737,en,"[{""id"": 391, ""name"": ""flying car""}, {""id"": 616, ""name"": ""witch""}, {""id"": 2343, ""name"": ""magic""}, {""id"": 2630, ""name"": ""cutting the cord""}, {""id"": 3650, ""name"": ""child hero""}, {""id"": 3872, ""name"": ""broom""}, {""id"": 3873, ""name"": ""sorcerer's apprentice""}, {""id"": 3884, ""name"": ""school of witchcraft""}, {""id"": 3891, ""name"": ""giant snake""}, {""id"": 4252, ""name"": ""black magic""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}]",100000000.0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,3,Harry Potter and the Chamber of Secrets,6,21,8,18,5,18,3,5,10,31,0,16,11,116,6,19,20,11,30
36557,3855,,Released,144.0,599045960.0,2006-11-14,"[{""iso_3166_1"": ""IT"", ""name"": ""Italy""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""CZ"", ""name"": ""Czech Republic""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}]","[{""name"": ""Eon Productions"", ""id"": 7576}, {""name"": ""Stillking Films"", ""id"": 11345}, {""name"": ""Babelsberg Film"", ""id"": 19481}]",88.935165,en,"[{""id"": 131, ""name"": ""italy""}, {""id"": 383, ""name"": ""poker""}, {""id"": 585, ""name"": ""casino""}, {""id"": 949, ""name"": ""terrorist""}, {""id"": 3515, ""name"": ""banker""}, {""id"": 10594, ""name"": ""money""}, {""id"": 10609, ""name"": ""free running""}, {""id"": 13006, ""name"": ""torture""}, {""id"": 156095, ""name"": ""british secret service""}, {""id"": 206125, ""name"": ""montenegro""}]",150000000.0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,Casino Royale,10,23,13,17,4,17,4,6,8,17,0,7,11,105,3,18,43,7,29
